t, real_GRF, FOB_GRF, MOB_GRF, posRWr_ref, posRWr, posRWtheta_ref, posRWtheta, tau_bi_m, tau_bi_b, qddot_m, qddot_b
0.658500, -0.770056, -1.096905, -2.148053, 0.353600, 0.365300, 1.570796, 1.568836, 0.406012, 0.383371, -6.255207, -128.354835
0.660000, 1.010280, -2.490381, 5.878340, 0.353600, 0.365208, 1.570796, 1.569056, 0.520670, 0.589554, 13.628830, 64.641527
0.661500, -0.221312, -0.860105, 5.159001, 0.353600, 0.365177, 1.570796, 1.569300, 0.119651, 0.163584, 48.868386, 32.870874
0.663000, 0.572814, 0.461149, -1.180718, 0.353600, 0.365123, 1.570796, 1.569384, 0.005255, -0.204953, -10.780131, 42.784164
0.664500, -0.196690, -0.935035, -2.977440, 0.353600, 0.365133, 1.570796, 1.569267, 0.090195, 0.123113, -33.102552, -17.282741
0.666000, 0.365715, -0.221318, 2.233593, 0.353600, 0.365068, 1.570796, 1.569539, 0.032972, -0.181124, 4.183898, 73.801441
0.667500, -1.135383, 0.094212, 5.558041, 0.353600, 0.365087, 1.570796, 1.569636, -0.194497, -0.166835, 54.192602, 14.786729
0.669000, -1.018780, -0.737165, -0.145220, 0.353600, 0.365044, 1.570796, 1.569537, 0.038303, -0.127962, -6.301802, 11.700554
0.670500, 0.425100, 0.937804, 0.376636, 0.353600, 0.365044, 1.570796, 1.569617, -0.112983, -0.033852, 10.434138, 37.516186
0.672000, 0.331237, -0.832877, 4.268665, 0.353600, 0.365008, 1.570796, 1.569745, 0.014516, -0.182489, 34.508030, 64.971248
0.673500, 0.271792, -1.094019, -2.450069, 0.353600, 0.365027, 1.570796, 1.569535, 0.270189, 0.249543, -37.206345, -26.567408
0.675000, -0.429680, 0.619750, -0.776689, 0.353600, 0.365010, 1.570796, 1.569677, -0.003378, -0.198223, -13.845252, -2.966545
0.676500, -0.578824, -0.518814, 3.569260, 0.353600, 0.364998, 1.570796, 1.569769, 0.045625, -0.177867, 27.668269, 42.618534
0.678000, 0.017152, 0.063849, 1.672845, 0.353600, 0.365010, 1.570796, 1.569741, 0.036983, 0.004831, 6.274380, 12.434428
0.679500, 0.100713, -0.863286, 5.293177, 0.353600, 0.365011, 1.570796, 1.569804, 0.154867, 0.118647, 44.548849, 17.452609
0.681000, -0.560049, -0.067184, 4.709363, 0.353600, 0.365002, 1.570796, 1.569826, 0.077600, -0.265305, 42.914979, 6.543996
0.682500, -0.810856, -0.292652, -2.261127, 0.353600, 0.364987, 1.570796, 1.569761, 0.050814, 0.024456, -15.574890, -7.443208
0.684000, 0.977606, 0.011891, -2.704606, 0.353600, 0.365007, 1.570796, 1.569693, 0.074777, 0.290981, -19.912638, -15.190769
0.685500, 0.667494, -1.017594, -2.150947, 0.353600, 0.365003, 1.570796, 1.569736, 0.204864, 0.313194, -22.100457, -13.819048
0.687000, -0.577404, 1.313200, 1.702778, 0.353600, 0.364984, 1.570796, 1.569991, -0.211430, -0.473038, 18.909822, 34.265794
0.688500, 0.054474, 0.564645, 3.678320, 0.353600, 0.364977, 1.570796, 1.569971, -0.088493, -0.207111, 37.774528, 50.417762
0.690000, -0.781465, -0.353959, 1.876193, 0.353600, 0.365018, 1.570796, 1.569842, 0.126474, 0.189799, 34.368055, -57.940904
0.691500, -1.812885, -0.180355, -3.873623, 0.353600, 0.365011, 1.570796, 1.569921, -0.168460, -0.092694, -20.315604, -74.295852
0.693000, 0.099549, -1.104560, 2.486206, 0.353600, 0.364991, 1.570796, 1.569990, 0.184739, 0.256345, 10.135802, 20.652412
0.694500, -0.381743, -0.726474, -3.859556, 0.353600, 0.365013, 1.570796, 1.569848, 0.070242, 0.237694, -35.970794, -63.929588
0.696000, 0.599769, 1.388054, 3.555870, 0.353600, 0.364975, 1.570796, 1.570150, -0.205245, -0.248791, 30.126793, 71.619617
0.697500, 0.203463, 0.982172, -3.459387, 0.353600, 0.365031, 1.570796, 1.569922, -0.141887, 0.110896, -18.599065, -60.284288
0.699000, 0.669184, -0.177207, -2.756431, 0.353600, 0.364994, 1.570796, 1.569941, 0.097317, 0.119479, -35.458781, -19.114305
0.700500, -1.017804, -0.041500, -1.938971, 0.353600, 0.364974, 1.570796, 1.569944, 0.114291, -0.077684, -17.316561, -44.483632
0.702000, 0.169611, -0.422524, -5.937852, 0.353600, 0.364967, 1.570796, 1.569960, 0.058736, 0.075352, -61.931187, -29.769724
0.703500, 0.862871, -1.504967, -0.985948, 0.353600, 0.365020, 1.570796, 1.569671, 0.514124, 0.781644, -10.486788, -69.442178
0.705000, -1.932292, 0.658724, 5.905863, 0.353600, 0.364944, 1.570796, 1.570276, -0.246906, -0.662475, 49.148102, 59.177976
0.706500, -1.446523, -1.516399, -6.207581, 0.353600, 0.364970, 1.570796, 1.569911, 0.185356, 0.123653, -63.218390, -92.182223
0.708000, 1.481484, 0.721382, -0.088139, 0.353600, 0.364950, 1.570796, 1.569994, -0.014703, 0.010661, -8.295369, 31.616185
0.709500, 0.504222, -0.244564, -5.106694, 0.353600, 0.364973, 1.570796, 1.569999, -0.107710, 0.314532, -51.936911, -54.675969
0.711000, -0.234777, -1.186047, -0.352276, 0.353600, 0.364922, 1.570796, 1.569984, 0.190207, 0.027090, -3.776613, -23.224839
0.712500, 0.895951, -0.048250, 3.786309, 0.353600, 0.364934, 1.570796, 1.570043, 0.027125, 0.191749, 34.432955, 21.648797
0.714000, 0.106637, -0.247576, -4.911761, 0.353600, 0.364958, 1.570796, 1.569769, 0.214460, 0.436157, -38.163583, -86.563913
0.715500, 0.697455, 0.325423, 1.379763, 0.353600, 0.364928, 1.570796, 1.570134, -0.121407, 0.078382, 3.746708, 2.481609
0.717000, 0.088902, -0.598794, -6.579430, 0.353600, 0.364901, 1.570796, 1.569862, 0.177119, 0.222458, -56.786049, -64.116023
0.718500, 0.707822, 0.560396, 2.216930, 0.353600, 0.364877, 1.570796, 1.570073, -0.062570, 0.004249, 5.640205, 73.329178
0.720000, -1.408425, 0.088545, -0.482541, 0.353600, 0.364886, 1.570796, 1.570017, -0.131489, -0.154823, 0.141559, -38.561166
0.721500, 0.800290, -1.718939, -2.368793, 0.353600, 0.364840, 1.570796, 1.569858, 0.380216, 0.401053, -43.591764, 9.334698
0.723000, -1.529891, 0.026563, -6.205477, 0.353600, 0.364813, 1.570796, 1.570062, -0.153921, -0.450779, -48.743931, -30.008851
0.724500, -0.982746, -0.597484, -0.379893, 0.353600, 0.364797, 1.570796, 1.570096, -0.007616, -0.282523, -10.547102, 13.997999
0.726000, -1.091870, 0.359222, 0.270103, 0.353600, 0.364807, 1.570796, 1.570042, -0.054153, -0.267179, 14.106446, -23.824841
0.727500, 0.861542, 1.008157, 6.742713, 0.353600, 0.364772, 1.570796, 1.570288, -0.151582, -0.421848, 55.731776, 82.622929
0.729000, -1.376680, -1.682678, 0.652020, 0.353600, 0.364813, 1.570796, 1.569887, 0.245890, 0.421888, 1.111695, -80.002072
0.730500, 2.055323, 0.129342, 5.405008, 0.353600, 0.364732, 1.570796, 1.570136, -0.065772, -0.074417, 35.460524, 121.346491
0.732000, -0.533158, -1.223690, -3.690330, 0.353600, 0.364756, 1.570796, 1.569929, 0.058305, 0.087450, -29.873122, -58.116610
0.733500, -1.020963, -1.396900, -0.098334, 0.353600, 0.364745, 1.570796, 1.570070, -0.088879, 0.136314, 8.150153, -48.389258
0.735000, 1.432518, -0.763717, 3.185702, 0.353600, 0.364721, 1.570796, 1.569918, 0.224758, 0.367999, 12.836149, 3.863568
0.736500, 0.869567, -0.435704, 3.858304, 0.353600, 0.364684, 1.570796, 1.569948, 0.096339, 0.195487, 19.843693, 68.415153
0.738000, -0.775445, -0.349103, 3.185388, 0.353600, 0.364690, 1.570796, 1.569995, 0.021562, 0.030547, 40.136397, -25.673170
0.739500, -0.374390, -0.974063, -2.191668, 0.353600, 0.364662, 1.570796, 1.569912, -0.028481, 0.191807, -32.983556, -23.481200
0.741000, -1.108474, -0.486158, 4.680171, 0.353600, 0.364625, 1.570796, 1.569985, 0.070984, 0.061213, 47.704030, 16.007066
0.742500, 0.950292, 0.299734, -0.501759, 0.353600, 0.364608, 1.570796, 1.570081, -0.180893, 0.070484, 4.703103, 20.322706
0.744000, 0.316762, 0.525625, -7.184052, 0.353600, 0.364587, 1.570796, 1.569802, -0.026240, -0.011597, -52.264957, -57.620854
0.745500, 0.157471, 0.819577, 9.012464, 0.353600, 0.364564, 1.570796, 1.570189, -0.203204, -0.174091, 90.819867, 62.953376
0.747000, 0.450263, -0.771786, 6.884328, 0.353600, 0.364518, 1.570796, 1.569968, 0.225839, 0.069809, 43.891345, 79.917042
0.748500, -1.214457, 0.698187, -7.090569, 0.353600, 0.364501, 1.570796, 1.569938, -0.185759, -0.374068, -46.988417, -55.241754
0.750000, -0.893169, 1.516958, -1.048346, 0.353600, 0.364515, 1.570796, 1.569967, -0.280145, -0.205048, 10.202392, -44.818820
0.751500, -0.086795, -0.142440, -5.363288, 0.353600, 0.364468, 1.570796, 1.569747, 0.051527, 0.129003, -38.149480, -52.061708
0.753000, -0.125532, -1.025778, -7.387105, 0.353600, 0.364445, 1.570796, 1.569715, 0.201374, 0.351931, -63.955919, -91.677357
0.754500, -0.163706, 1.761114, 0.154413, 0.353600, 0.364418, 1.570796, 1.570022, -0.335491, -0.323818, 8.113606, 30.221916
0.756000, -0.379880, 0.794668, 0.022191, 0.353600, 0.364398, 1.570796, 1.569869, -0.054734, -0.086928, 8.858620, -19.510929
0.757500, -0.078447, 0.752334, -2.958657, 0.353600, 0.364358, 1.570796, 1.569816, -0.010346, 0.057819, -16.199501, -23.034579
0.759000, -0.612856, 0.591034, -1.998845, 0.353600, 0.364321, 1.570796, 1.570002, -0.109392, -0.450825, -21.626956, 3.679675
0.760500, 0.175642, 0.167937, -2.652188, 0.353600, 0.364319, 1.570796, 1.569778, -0.006855, -0.000911, -16.332670, -35.478405
0.762000, 0.218214, -1.474264, -5.465617, 0.353600, 0.364294, 1.570796, 1.569655, 0.393258, 0.372720, -61.276738, -41.384042
0.763500, -0.737312, 1.023325, -4.386777, 0.353600, 0.364276, 1.570796, 1.569862, -0.225363, -0.292138, -23.356003, -51.169755
0.765000, 0.788713, 0.443557, 2.621254, 0.353600, 0.364249, 1.570796, 1.569893, -0.006740, -0.044202, 30.786008, 25.658636
0.766500, -0.859364, -1.381422, -8.691408, 0.353600, 0.364235, 1.570796, 1.569595, 0.233080, 0.361521, -78.360603, -110.568190
0.768000, -0.051410, -0.567570, 8.460143, 0.353600, 0.364167, 1.570796, 1.570093, 0.029554, -0.141240, 60.413156, 105.000634
0.769500, 0.270951, -0.919206, 1.120649, 0.353600, 0.364164, 1.570796, 1.569861, 0.124066, 0.067259, 11.191565, 19.421356
0.771000, -1.001231, 0.438336, -0.823429, 0.353600, 0.364168, 1.570796, 1.569954, -0.260884, -0.141141, -0.180600, -39.803239
0.772500, -0.121375, 0.610736, 2.445071, 0.353600, 0.364123, 1.570796, 1.569835, 0.062188, -0.082707, 15.008974, 9.909317
0.774000, -0.768374, 1.016261, -6.760510, 0.353600, 0.364086, 1.570796, 1.569810, -0.152640, -0.418398, -48.060173, -54.524346
0.775500, -0.475878, 0.038728, -6.751844, 0.353600, 0.364076, 1.570796, 1.569866, -0.095477, -0.164016, -54.903842, -45.893778
0.777000, -1.572204, -1.680746, -6.403237, 0.353600, 0.364053, 1.570796, 1.569744, 0.087745, 0.038555, -64.985959, -88.241750
0.778500, 0.631190, 0.900585, -2.066038, 0.353600, 0.364031, 1.570796, 1.569783, -0.029771, -0.042553, -17.231652, -13.793458
0.780000, -0.392684, 0.246192, 5.214966, 0.353600, 0.364007, 1.570796, 1.569925, -0.001274, -0.100702, 47.675322, 32.884481
0.781500, -1.157067, -0.498127, -6.596845, 0.353600, 0.364007, 1.570796, 1.569640, 0.087650, 0.238125, -59.642562, -96.912870
0.783000, 0.839130, -0.588473, 6.379883, 0.353600, 0.364000, 1.570796, 1.569843, 0.062253, 0.313145, 67.134065, 11.885848
0.784500, 0.809621, 0.236792, 4.080603, 0.353600, 0.363930, 1.570796, 1.569949, 0.015576, -0.050238, 23.215244, 56.128544
0.786000, 1.041951, -0.523950, 3.436188, 0.353600, 0.363917, 1.570796, 1.569847, 0.145257, 0.307323, 24.426247, 30.956543
0.787500, 0.125875, -0.214883, 4.097670, 0.353600, 0.363920, 1.570796, 1.569907, -0.101643, 0.043132, 34.380926, 4.593453
0.789000, 0.563027, 0.676410, 6.296389, 0.353600, 0.363905, 1.570796, 1.569899, -0.150485, 0.113138, 54.334631, 17.650230
0.790500, -0.531979, -0.395889, -3.585994, 0.353600, 0.363864, 1.570796, 1.569648, 0.167788, 0.242239, -24.392412, -75.466781
0.792000, 0.536163, 0.460871, 2.590927, 0.353600, 0.363800, 1.570796, 1.570020, -0.083630, -0.293736, 26.178841, 58.860231
0.793500, -0.444967, -0.704787, -1.689711, 0.353600, 0.363826, 1.570796, 1.569815, -0.024733, 0.315841, -8.795799, -44.283779
0.795000, 0.239248, -0.300084, -2.186190, 0.353600, 0.363791, 1.570796, 1.569866, -0.087103, 0.036834, -15.956614, -19.246053
0.796500, 0.388038, 0.033071, -2.929669, 0.353600, 0.363762, 1.570796, 1.569842, -0.054840, -0.024760, -27.567463, -14.633573
0.798000, -0.400105, 0.826110, -0.261336, 0.353600, 0.363747, 1.570796, 1.569896, -0.207896, -0.174851, -2.183086, -8.878392
0.799500, -0.551505, 0.138972, 0.417214, 0.353600, 0.363713, 1.570796, 1.569899, -0.037579, -0.206181, -12.185751, 16.301153
0.801000, 0.971927, -0.280227, 6.913668, 0.353600, 0.363708, 1.570796, 1.569859, 0.230546, 0.233551, 60.089245, 46.422178
0.802500, -0.948604, 1.381335, 1.351760, 0.353600, 0.363648, 1.570796, 1.570021, -0.318787, -0.523374, 18.640962, 58.305971
0.804000, 0.514043, -0.608342, -3.296036, 0.353600, 0.363657, 1.570796, 1.569722, 0.183505, 0.288282, -41.107694, 1.960184
0.805500, 1.538454, 0.609652, 7.281884, 0.353600, 0.363656, 1.570796, 1.569969, -0.159285, 0.122529, 64.405737, 73.318055
0.807000, 1.121694, -0.517905, -1.663424, 0.353600, 0.363600, 1.570796, 1.569725, 0.216981, 0.161962, -23.645996, 36.224477
0.808500, 0.659874, -1.642944, 3.275560, 0.353600, 0.363599, 1.570796, 1.569772, 0.307037, 0.410472, 15.945859, 1.526841
0.810000, 1.828484, -0.191809, 8.252857, 0.353600, 0.363569, 1.570796, 1.569940, 0.100441, 0.221063, 60.067378, 98.388979
0.811500, -0.336317, 0.367222, -2.309389, 0.353600, 0.363556, 1.570796, 1.569795, -0.047271, -0.041486, -18.606938, -20.559325
0.813000, -1.158490, -0.489456, 1.411392, 0.353600, 0.363530, 1.570796, 1.569853, 0.078200, -0.126712, 9.186248, -9.785363
0.814500, -0.648508, 0.160602, 0.297320, 0.353600, 0.363510, 1.570796, 1.569914, -0.090321, -0.203972, -2.264515, -6.096716
0.816000, -0.075889, 0.095688, 1.988957, 0.353600, 0.363512, 1.570796, 1.569866, -0.082893, 0.055201, 22.651941, -25.519054
0.817500, -0.140200, 0.603014, -0.612335, 0.353600, 0.363497, 1.570796, 1.569795, -0.093733, 0.085135, 8.223820, -45.716762
0.819000, -0.982036, -0.378724, -2.146247, 0.353600, 0.363501, 1.570796, 1.569717, 0.027976, 0.309564, -19.685440, -84.290758
0.820500, -0.539092, -1.006757, -1.184952, 0.353600, 0.363448, 1.570796, 1.569761, 0.123766, 0.280352, -17.048547, -54.440686
0.822000, -0.053828, 0.779133, 1.591245, 0.353600, 0.363399, 1.570796, 1.569909, -0.060103, -0.221230, 22.545195, 36.685175
0.823500, 1.380659, -0.347928, 6.589569, 0.353600, 0.363407, 1.570796, 1.569852, 0.137501, 0.500889, 46.428025, 67.909187
0.825000, 0.251605, 0.276550, -3.138596, 0.353600, 0.363411, 1.570796, 1.569619, 0.057970, 0.440997, -20.750928, -51.714247
0.826500, 0.653318, 0.930563, -3.418940, 0.353600, 0.363354, 1.570796, 1.569766, -0.025689, 0.060199, -21.727065, 0.388518
0.828000, 1.207460, 1.554385, 3.857956, 0.353600, 0.363300, 1.570796, 1.569944, -0.126108, -0.266545, 33.571460, 107.142179
0.829500, -0.314056, -0.537270, -3.736637, 0.353600, 0.363328, 1.570796, 1.569680, 0.134524, 0.168958, -38.630797, -75.037943
0.831000, 0.184926, 0.435370, 4.010516, 0.353600, 0.363328, 1.570796, 1.569861, -0.109008, 0.019178, 43.831794, 9.733741
0.832500, 0.952542, 1.004966, -3.899113, 0.353600, 0.363261, 1.570796, 1.569874, -0.175630, -0.192950, -38.823073, 12.882480
0.834000, -0.921306, -0.247950, -0.562063, 0.353600, 0.363234, 1.570796, 1.569941, -0.047042, -0.434410, 3.388599, -11.532669
0.835500, 0.405833, 0.537336, 2.067581, 0.353600, 0.363235, 1.570796, 1.569879, -0.040411, -0.050973, 23.512236, 18.341695
0.837000, 0.406094, -0.120714, 0.752464, 0.353600, 0.363236, 1.570796, 1.569858, 0.052227, 0.255700, 12.897397, -4.756017
0.838500, -0.231731, -0.810657, -1.064638, 0.353600, 0.363187, 1.570796, 1.569850, 0.038503, -0.071314, -24.985639, 6.222174
0.840000, -0.423210, 0.106583, 0.306155, 0.353600, 0.363159, 1.570796, 1.569887, -0.004474, -0.183899, 1.814501, 44.441659
0.841500, 0.782043, -0.175882, 1.199031, 0.353600, 0.363166, 1.570796, 1.569847, 0.055391, 0.075334, -0.905662, 17.645975
0.843000, -0.060922, 0.249515, 3.806271, 0.353600, 0.363161, 1.570796, 1.569872, -0.086008, 0.103052, 39.564008, 16.422182
0.844500, 0.064409, 0.123953, -2.201374, 0.353600, 0.363127, 1.570796, 1.569853, -0.072220, -0.186177, -15.168416, -27.420812
0.846000, -0.828535, 1.170687, -4.235429, 0.353600, 0.363085, 1.570796, 1.569855, -0.135021, -0.407763, -23.643228, -14.983678
0.847500, -0.490334, 0.922188, 6.451468, 0.353600, 0.363088, 1.570796, 1.570077, -0.219198, -0.318201, 69.943333, 48.457153
0.849000, 0.642913, 0.422279, 2.493430, 0.353600, 0.363035, 1.570796, 1.569994, -0.015092, -0.225600, 14.711655, 77.230631
0.850500, 1.082365, 0.411327, 3.570932, 0.353600, 0.363029, 1.570796, 1.569955, -0.003786, -0.221428, 25.476583, 55.704167
0.852000, 0.670824, -0.667150, 3.458428, 0.353600, 0.363019, 1.570796, 1.569925, 0.117023, 0.111777, 22.268374, 58.184995
0.853500, 0.543595, -0.307938, 0.059542, 0.353600, 0.363019, 1.570796, 1.569767, 0.051081, 0.259981, -4.364210, 10.898022
0.855000, -0.188056, -0.672213, -1.738325, 0.353600, 0.362978, 1.570796, 1.569796, 0.114267, -0.119919, -14.322103, -4.658255
0.856500, -1.716366, 0.096773, -4.248959, 0.353600, 0.363010, 1.570796, 1.569726, -0.041843, -0.040363, -29.083906, -101.101463
0.858000, -0.399936, -0.258731, -0.126435, 0.353600, 0.362979, 1.570796, 1.569786, -0.011776, 0.071160, 3.043179, -14.988401
0.859500, -9.910181, -2.486522, 1.117340, 0.353600, 0.362809, 1.570796, 1.569707, 0.463109, 0.067179, 14.368122, 35.848032
0.861000, -12.537050, -4.951750, -6.519171, 0.353600, 0.362266, 1.570796, 1.569524, 1.044956, -0.927555, -18.239847, -19.284971
0.862500, -14.139370, -8.207330, -0.116589, 0.353600, 0.361395, 1.570796, 1.569496, 1.538949, -1.346069, 51.410765, 97.891364
0.864000, -15.039261, -10.086492, -5.347933, 0.353600, 0.360351, 1.570796, 1.568975, 2.018569, -1.376871, 39.400841, 35.384116
0.865500, -18.273651, -13.311192, -8.752701, 0.353600, 0.358944, 1.570796, 1.568585, 2.812264, -2.080113, 19.238149, 36.095043
0.867000, -19.294213, -16.349390, -20.291082, 0.353600, 0.357416, 1.570796, 1.567872, 3.261086, -1.918109, -45.902171, -53.889283
0.868500, -20.049130, -16.491855, -16.332441, 0.353600, 0.355672, 1.570796, 1.567650, 3.291471, -2.593590, 1.739310, 27.386773
0.870000, -22.835640, -18.707924, -20.768219, 0.353600, 0.353804, 1.570796, 1.566955, 3.768767, -2.893744, -3.234796, -56.435646
0.871500, -23.025419, -19.809989, -17.292927, 0.353600, 0.351729, 1.570796, 1.566725, 4.067211, -3.453982, 17.778960, 53.002029
0.873000, -24.636674, -23.034608, -24.637148, 0.353600, 0.349604, 1.570796, 1.565945, 4.693627, -3.167759, -22.671918, -49.710472
0.874500, -24.937687, -23.150757, -23.559950, 0.353600, 0.347364, 1.570796, 1.565500, 4.874570, -3.532867, -8.114440, 8.721755
0.876000, -25.723876, -24.576782, -23.344394, 0.353600, 0.345034, 1.570796, 1.565031, 5.058292, -3.856671, 9.827576, 16.806706
0.877500, -27.024079, -25.493373, -26.059248, 0.353600, 0.342609, 1.570796, 1.564788, 5.113367, -4.318208, 1.101474, 28.166816
0.879000, -28.311216, -27.023700, -30.430753, 0.353600, 0.340189, 1.570796, 1.564061, 5.625846, -4.211693, -22.130925, -31.246871
0.880500, -28.828648, -28.373860, -25.496814, 0.353600, 0.337688, 1.570796, 1.563741, 5.932424, -4.327542, 12.306979, 27.003592
0.882000, -31.085252, -29.756975, -31.223677, 0.353600, 0.335123, 1.570796, 1.563440, 6.162894, -5.077675, -16.095613, -28.022140
0.883500, -31.310096, -29.389552, -29.357056, 0.353600, 0.332568, 1.570796, 1.563212, 6.222804, -5.499664, 2.729522, 41.122232
0.885000, -32.020241, -30.899089, -32.256185, 0.353600, 0.330015, 1.570796, 1.562764, 6.645000, -5.281211, -10.660982, 29.618599
0.886500, -32.283251, -32.084618, -32.646574, 0.353600, 0.327459, 1.570796, 1.562594, 6.667563, -5.511418, -17.159598, 53.738200
0.888000, -32.620532, -32.156753, -33.626348, 0.353600, 0.324934, 1.570796, 1.562340, 6.828354, -5.508724, -18.944553, 20.677141
0.889500, -34.994166, -33.239019, -39.598626, 0.353600, 0.322392, 1.570796, 1.562037, 7.088820, -5.907456, -42.367757, -83.388618
0.891000, -35.332603, -33.703958, -33.185277, 0.353600, 0.319864, 1.570796, 1.562193, 7.117591, -6.299443, 8.191546, 16.102827
0.892500, -34.748841, -35.084138, -31.694731, 0.353600, 0.317396, 1.570796, 1.562031, 7.307494, -5.840573, 21.564899, 47.081184
0.894000, -35.979422, -34.737871, -36.978084, 0.353600, 0.314939, 1.570796, 1.561938, 7.399235, -6.354673, -0.771935, -44.828118
0.895500, -37.061893, -35.188262, -34.151796, 0.353600, 0.312512, 1.570796, 1.562034, 7.491085, -6.505058, 31.188852, -19.647994
0.897000, -36.915336, -36.289898, -36.713444, 0.353600, 0.310129, 1.570796, 1.562032, 7.596666, -6.392547, -3.093640, -27.879482
0.898500, -38.666277, -37.932682, -38.337878, 0.353600, 0.307752, 1.570796, 1.562096, 7.980929, -6.698159, -9.958940, -57.976761
0.900000, -38.628886, -36.843571, -44.973044, 0.353600, 0.305414, 1.570796, 1.562181, 8.151374, -6.972041, -67.263811, -63.259505
0.901500, -39.466533, -37.997018, -37.109675, 0.353600, 0.303126, 1.570796, 1.562746, 8.109051, -7.450442, 11.775121, 19.570656
0.903000, -38.920373, -37.708176, -38.924465, 0.353600, 0.300951, 1.570796, 1.562937, 7.942783, -7.226552, 1.455654, -2.764332
0.904500, -41.120735, -39.604039, -40.043705, 0.353600, 0.298758, 1.570796, 1.563265, 8.305913, -7.482165, -4.392429, -45.887468
0.906000, -39.657578, -39.515834, -35.733466, 0.353600, 0.296651, 1.570796, 1.563706, 8.315303, -7.362639, 22.502246, 32.210903
0.907500, -41.102313, -40.190864, -39.468032, 0.353600, 0.294536, 1.570796, 1.564172, 8.393850, -7.912167, 5.308042, 7.988788
0.909000, -41.222048, -40.931049, -40.128451, 0.353600, 0.292541, 1.570796, 1.564585, 8.587990, -7.765045, -6.324283, -5.356105
0.910500, -41.679331, -40.851989, -41.893726, 0.353600, 0.290572, 1.570796, 1.565230, 8.435661, -7.998210, -20.858949, -2.654282
0.912000, -41.208067, -40.416849, -37.241745, 0.353600, 0.288684, 1.570796, 1.565857, 8.506992, -8.028357, 26.894854, 68.888356
0.913500, -41.977606, -41.045786, -40.578078, 0.353600, 0.286810, 1.570796, 1.566533, 8.577238, -8.466227, 1.698538, 39.144886
0.915000, -42.866703, -42.404182, -46.079445, 0.353600, 0.285015, 1.570796, 1.567203, 8.600278, -8.552500, -54.207239, -55.009426
0.916500, -43.139536, -42.570813, -44.728285, 0.353600, 0.283287, 1.570796, 1.567902, 8.694233, -8.715284, -33.893455, -27.934208
0.918000, -42.953588, -41.790484, -43.049594, 0.353600, 0.281606, 1.570796, 1.568802, 8.498776, -8.920545, -15.318187, 29.595279
0.919500, -43.683750, -42.291527, -38.549139, 0.353600, 0.280058, 1.570796, 1.569497, 8.688204, -8.585369, 44.141551, -12.966195
0.921000, -44.648762, -43.422619, -44.495039, 0.353600, 0.278438, 1.570796, 1.570443, 8.675625, -9.184834, -4.176244, -41.110811
0.922500, -43.304700, -41.415670, -39.450808, 0.353600, 0.276939, 1.570796, 1.571584, 8.403638, -9.505551, 23.355279, 46.359091
0.924000, -44.336196, -41.675570, -43.782521, 0.353600, 0.275473, 1.570796, 1.572561, 8.309872, -9.853197, 5.053028, 21.784289
0.925500, -43.981430, -42.592004, -41.843619, 0.353600, 0.274107, 1.570796, 1.573476, 8.487177, -9.658866, -2.092863, 47.047644
0.927000, -44.640573, -43.233000, -44.838370, 0.353600, 0.272799, 1.570796, 1.574426, 8.431093, -9.753079, -7.788776, -12.315529
0.928500, -44.475137, -42.543885, -38.032774, 0.353600, 0.271536, 1.570796, 1.575612, 8.314932, -9.701163, 53.839969, 71.826413
0.930000, -44.488197, -42.933208, -45.015704, 0.353600, 0.270346, 1.570796, 1.576633, 8.219499, -9.827067, -11.047016, 0.097467
0.931500, -44.572563, -43.959057, -45.399825, 0.353600, 0.269163, 1.570796, 1.577663, 8.493371, -9.876805, -25.871249, -7.854221
0.933000, -45.147802, -43.611609, -42.263246, 0.353600, 0.268034, 1.570796, 1.578956, 8.462970, -10.149976, 15.592373, 50.997028
0.934500, -44.784914, -43.473640, -42.399284, 0.353600, 0.267031, 1.570796, 1.580173, 8.132159, -10.388977, 9.325295, 43.911349
0.936000, -45.761521, -44.182736, -45.873346, 0.353600, 0.265992, 1.570796, 1.581148, 8.489401, -10.471968, -20.012296, 36.261725
0.937500, -45.686774, -43.400517, -39.034272, 0.353600, 0.265084, 1.570796, 1.582596, 8.240617, -10.738239, 53.615781, 93.257442
0.939000, -45.213401, -44.733570, -41.535930, 0.353600, 0.264251, 1.570796, 1.583587, 8.246918, -10.437268, 16.667967, 30.403741
0.940500, -44.594243, -43.483320, -35.163637, 0.353600, 0.263437, 1.570796, 1.585016, 8.001302, -10.494170, 77.568418, 116.889840
0.942000, -45.535892, -43.660131, -47.332772, 0.353600, 0.262684, 1.570796, 1.586065, 7.723109, -10.957329, -19.619353, -44.783002
0.943500, -45.286721, -44.070042, -43.511947, 0.353600, 0.261979, 1.570796, 1.587163, 8.030921, -10.671276, 10.105614, 8.415513
0.945000, -45.845724, -42.783947, -42.084129, 0.353600, 0.261309, 1.570796, 1.588566, 7.727920, -11.427905, 28.948948, -1.747262
0.946500, -45.681665, -43.982304, -41.299166, 0.353600, 0.260689, 1.570796, 1.589662, 7.831373, -11.071670, 29.335655, 19.624473
0.948000, -45.473030, -43.862901, -45.522699, 0.353600, 0.260135, 1.570796, 1.590899, 7.606699, -11.228262, -9.241093, 7.048010
0.949500, -45.029934, -44.044631, -44.012179, 0.353600, 0.259628, 1.570796, 1.591885, 7.713261, -11.046854, 0.994376, 37.252938
0.951000, -45.503981, -44.324775, -42.397286, 0.353600, 0.259220, 1.570796, 1.593047, 7.607025, -10.901081, 26.179606, -13.123587
