t, real_GRF, FOB_GRF, MOB_GRF, posRWr_ref, posRWr, posRWtheta_ref, posRWtheta, tau_bi_m, tau_bi_b, qddot_m, qddot_b
2.644500, -14.851974, -14.044762, -11.933402, 0.353600, 0.348841, 1.570796, 1.570601, 1.967070, -3.090932, 25.981496, 79.882487
2.646000, -15.124600, -14.524617, -13.764727, 0.353600, 0.348843, 1.570796, 1.570594, 2.252729, -3.298957, 6.477268, 54.571860
2.647500, -15.067321, -14.690437, -17.198945, 0.353600, 0.348879, 1.570796, 1.570345, 2.260260, -3.059159, -20.210117, -7.362166
2.649000, -14.510784, -14.984521, -8.136204, 0.353600, 0.348887, 1.570796, 1.570489, 2.311428, -3.043591, 49.170415, 86.983859
2.650500, -14.821399, -14.719582, -13.044291, 0.353600, 0.348922, 1.570796, 1.570324, 2.364056, -2.945213, 7.879301, 28.267519
2.652000, -15.226461, -14.975004, -13.243497, 0.353600, 0.348937, 1.570796, 1.570545, 2.123688, -3.267889, 12.155235, -1.396972
2.653500, -14.634557, -15.095703, -14.751319, 0.353600, 0.348934, 1.570796, 1.570399, 2.302403, -3.110419, -13.705861, 23.011127
2.655000, -15.403385, -15.256244, -13.130078, 0.353600, 0.348955, 1.570796, 1.570497, 2.180336, -3.144761, 17.415518, -4.302094
2.656500, -15.065476, -15.119697, -20.083956, 0.353600, 0.349007, 1.570796, 1.570334, 2.098047, -2.894143, -37.803291, -75.127391
2.658000, -15.891422, -14.871123, -18.777161, 0.353600, 0.348955, 1.570796, 1.570503, 2.233042, -3.451270, -29.964201, -14.103226
2.659500, -14.835970, -15.050505, -17.510668, 0.353600, 0.349011, 1.570796, 1.570320, 2.371692, -2.984502, -35.321745, -29.709972
2.661000, -14.558560, -15.060469, -17.497836, 0.353600, 0.349015, 1.570796, 1.570356, 2.190647, -2.981512, -27.584635, 6.108846
2.662500, -15.203987, -15.253225, -11.871955, 0.353600, 0.349028, 1.570796, 1.570320, 2.409751, -2.859880, 11.341820, 15.324065
2.664000, -14.530651, -13.513594, -12.330239, 0.353600, 0.349073, 1.570796, 1.570378, 2.107248, -2.994064, 24.747370, 39.744214
2.665500, -15.669917, -14.843499, -8.157639, 0.353600, 0.349063, 1.570796, 1.570437, 2.227764, -3.277098, 73.189136, 57.973576
2.667000, -15.544381, -14.794431, -17.509310, 0.353600, 0.349073, 1.570796, 1.570348, 2.178402, -3.254217, -21.649284, -28.512211
2.668500, -14.760958, -15.996867, -13.672699, 0.353600, 0.349125, 1.570796, 1.570239, 2.475950, -2.492697, 2.501567, -18.705007
2.670000, -14.947363, -14.911173, -15.757528, 0.353600, 0.349108, 1.570796, 1.570337, 2.204386, -3.122134, -7.073239, -8.370018
2.671500, -15.125891, -14.364134, -14.096100, 0.353600, 0.349164, 1.570796, 1.570193, 2.254080, -2.771975, 23.939376, -40.985786
2.673000, -15.040025, -14.924171, -10.183042, 0.353600, 0.349129, 1.570796, 1.570385, 2.269087, -2.958024, 37.882013, 63.220791
2.674500, -14.974852, -13.962778, -10.236477, 0.353600, 0.349158, 1.570796, 1.570459, 2.095647, -3.125274, 36.741859, 34.915929
2.676000, -14.365179, -14.569296, -23.718623, 0.353600, 0.349191, 1.570796, 1.570207, 2.166495, -3.059534, -83.744852, -90.023859
2.677500, -15.008371, -14.166675, -12.311139, 0.353600, 0.349169, 1.570796, 1.570437, 2.108425, -3.270885, 21.342761, 37.289736
2.679000, -15.524690, -14.888302, -16.233161, 0.353600, 0.349196, 1.570796, 1.570276, 2.267515, -3.137022, -9.152294, -42.277942
2.680500, -15.801224, -14.908217, -17.965853, 0.353600, 0.349204, 1.570796, 1.570240, 2.285553, -3.007289, -17.028762, -39.034438
2.682000, -15.084765, -15.856212, -15.948162, 0.353600, 0.349213, 1.570796, 1.570308, 2.277034, -2.904932, -11.770369, -10.172616
2.683500, -15.254417, -15.072895, -11.624948, 0.353600, 0.349236, 1.570796, 1.570316, 2.229715, -3.058486, 28.319537, 15.034488
2.685000, -14.608761, -15.259513, -13.274011, 0.353600, 0.349213, 1.570796, 1.570345, 2.375983, -2.957582, -10.070113, 56.573111
2.686500, -15.249196, -15.904058, -15.723777, 0.353600, 0.349237, 1.570796, 1.570294, 2.376988, -2.952168, -21.844972, -0.346789
2.688000, -14.943073, -14.603680, -10.850412, 0.353600, 0.349293, 1.570796, 1.570273, 2.280024, -2.960845, 36.125146, -5.835990
2.689500, -15.399411, -14.701794, -14.757380, 0.353600, 0.349248, 1.570796, 1.570386, 2.201532, -3.332487, -0.856200, 27.908711
2.691000, -15.533209, -13.854682, -15.577512, 0.353600, 0.349281, 1.570796, 1.570426, 2.025285, -3.317476, 9.011754, -1.739504
2.692500, -15.505017, -15.521718, -19.664163, 0.353600, 0.349258, 1.570796, 1.570281, 2.384697, -3.076700, -47.622004, -14.821639
2.694000, -15.630668, -15.618065, -17.170463, 0.353600, 0.349323, 1.570796, 1.570235, 2.241656, -2.989099, -18.003386, -47.279597
2.695500, -15.462145, -15.005923, -7.448510, 0.353600, 0.349332, 1.570796, 1.570442, 2.059493, -3.135398, 74.485529, 37.615077
2.697000, -15.224754, -14.568362, -22.293076, 0.353600, 0.349342, 1.570796, 1.570022, 2.366781, -2.965889, -69.337100, -89.978460
2.698500, -15.343344, -13.132420, -17.784199, 0.353600, 0.349375, 1.570796, 1.570237, 1.969678, -3.036789, -2.500857, -55.657273
2.700000, -15.087116, -14.808129, -20.604278, 0.353600, 0.349356, 1.570796, 1.570129, 2.230806, -2.909261, -46.123556, -59.362550
2.701500, -14.757811, -14.229939, -22.804027, 0.353600, 0.349356, 1.570796, 1.570193, 2.142749, -3.153342, -71.047502, -51.045650
2.703000, -14.932073, -15.144614, -12.183786, 0.353600, 0.349376, 1.570796, 1.570236, 2.374492, -2.778639, 18.741041, 26.234333
2.704500, -14.849740, -14.586513, -12.870107, 0.353600, 0.349423, 1.570796, 1.570083, 2.422857, -2.676333, 9.807801, -27.124760
2.706000, -14.858337, -14.599269, -17.127176, 0.353600, 0.349379, 1.570796, 1.570227, 2.301424, -3.086580, -24.247899, -5.060714
2.707500, -14.708564, -13.870119, -15.149694, 0.353600, 0.349409, 1.570796, 1.570281, 2.164427, -3.150390, 0.458264, 1.612453
2.709000, -14.333874, -15.028295, -15.663372, 0.353600, 0.349404, 1.570796, 1.570278, 2.232794, -2.900277, -10.681703, 20.244152
2.710500, -14.589264, -14.703878, -12.105645, 0.353600, 0.349412, 1.570796, 1.570219, 2.390230, -2.968930, 9.182508, 58.599889
2.712000, -14.431707, -15.514362, -10.952734, 0.353600, 0.349420, 1.570796, 1.570421, 2.258354, -2.906803, 22.072389, 78.098203
2.713500, -14.940480, -15.095870, -11.505619, 0.353600, 0.349439, 1.570796, 1.570323, 2.258905, -3.003483, 24.653235, 21.842478
2.715000, -15.226719, -15.752631, -13.841349, 0.353600, 0.349450, 1.570796, 1.570169, 2.543229, -2.736804, 0.134513, -18.440870
2.716500, -14.701576, -14.913909, -7.170699, 0.353600, 0.349460, 1.570796, 1.570337, 2.255281, -2.902220, 71.250682, 70.105541
2.718000, -15.096743, -15.789205, -19.726137, 0.353600, 0.349460, 1.570796, 1.570066, 2.394880, -2.951027, -61.759867, -31.296422
2.719500, -14.991025, -13.819599, -11.304780, 0.353600, 0.349477, 1.570796, 1.570329, 2.058879, -3.277173, 35.004712, 15.910127
2.721000, -15.312491, -15.767799, -17.356397, 0.353600, 0.349460, 1.570796, 1.570143, 2.521405, -2.968073, -30.754810, -11.769875
2.722500, -15.457865, -14.652064, -14.113472, 0.353600, 0.349495, 1.570796, 1.570354, 2.095406, -3.186670, 8.891622, -23.528566
2.724000, -14.786308, -13.719344, -12.892379, 0.353600, 0.349481, 1.570796, 1.570347, 2.200284, -3.157018, 18.232627, 58.132099
2.725500, -15.210704, -15.463602, -19.956796, 0.353600, 0.349518, 1.570796, 1.570033, 2.406224, -2.780939, -46.318464, -81.778724
2.727000, -15.537255, -15.964791, -20.979227, 0.353600, 0.349508, 1.570796, 1.570067, 2.436541, -2.974254, -59.607253, -60.051095
2.728500, -15.053793, -14.128472, -15.189663, 0.353600, 0.349486, 1.570796, 1.570495, 1.977264, -3.281429, 0.325405, 46.350780
2.730000, -15.097739, -14.712538, -13.737711, 0.353600, 0.349543, 1.570796, 1.570147, 2.394954, -2.741526, 6.016340, -2.066579
2.731500, -15.408539, -13.486111, -13.589035, 0.353600, 0.349539, 1.570796, 1.570414, 1.942490, -3.377107, 31.034876, 18.333119
2.733000, -14.472828, -12.972965, -15.853669, 0.353600, 0.349534, 1.570796, 1.570444, 1.775192, -3.417717, 3.500360, 10.030647
2.734500, -15.517918, -14.932746, -21.109102, 0.353600, 0.349550, 1.570796, 1.570146, 2.359186, -3.043319, -55.614647, -104.135251
2.736000, -14.996597, -15.681875, -20.624664, 0.353600, 0.349569, 1.570796, 1.570048, 2.395165, -2.608933, -59.642399, -61.984540
2.737500, -15.693992, -15.520284, -14.770697, 0.353600, 0.349560, 1.570796, 1.570143, 2.441394, -2.810246, -3.544580, -25.508957
2.739000, -14.943137, -15.015571, -16.336950, 0.353600, 0.349569, 1.570796, 1.570219, 2.242590, -2.970399, -14.369411, -26.757948
2.740500, -14.996038, -15.207126, -9.737519, 0.353600, 0.349554, 1.570796, 1.570291, 2.396756, -2.874074, 33.533248, 70.287733
2.742000, -14.946189, -15.312610, -14.024446, 0.353600, 0.349571, 1.570796, 1.570339, 2.198574, -3.103401, -3.078385, 8.152294
2.743500, -16.010905, -16.427580, -15.556119, 0.353600, 0.349602, 1.570796, 1.570147, 2.524128, -2.727636, -2.040728, -81.362379
2.745000, -15.632454, -15.087561, -11.384720, 0.353600, 0.349569, 1.570796, 1.570351, 2.267426, -3.128021, 28.796698, 18.917266
2.746500, -14.080671, -14.002442, -14.735957, 0.353600, 0.349597, 1.570796, 1.570312, 2.057252, -2.988235, -0.385263, 22.596399
2.748000, -15.268194, -15.689538, -18.353269, 0.353600, 0.349577, 1.570796, 1.570247, 2.269720, -2.926941, -38.978201, -5.874412
2.749500, -14.592547, -14.281146, -9.933552, 0.353600, 0.349610, 1.570796, 1.570344, 2.259326, -2.942294, 32.532269, 58.981509
2.751000, -15.166640, -14.086238, -20.201323, 0.353600, 0.349608, 1.570796, 1.570239, 2.142954, -3.086215, -38.562375, -55.024082
2.752500, -14.845040, -16.004524, -8.697484, 0.353600, 0.349630, 1.570796, 1.570295, 2.393717, -2.534455, 43.670596, 37.135794
2.754000, -15.027549, -14.244208, -8.988438, 0.353600, 0.349620, 1.570796, 1.570336, 2.215264, -3.136723, 49.179670, 56.566322
2.755500, -14.896074, -14.913919, -12.955090, 0.353600, 0.349575, 1.570796, 1.570365, 2.255045, -3.194986, 5.535506, 76.609327
2.757000, -14.799950, -14.829411, -10.883741, 0.353600, 0.349608, 1.570796, 1.570377, 2.223203, -3.000342, 19.731423, 45.283839
2.758500, -14.953821, -14.187379, -13.927195, 0.353600, 0.349650, 1.570796, 1.570164, 2.247130, -2.847256, 13.674848, -2.537310
2.760000, -15.304454, -14.886036, -14.359683, 0.353600, 0.349646, 1.570796, 1.570270, 2.163479, -2.912361, 8.743048, -35.716388
2.761500, -15.334233, -14.653498, -15.354405, 0.353600, 0.349642, 1.570796, 1.570240, 2.282964, -3.037391, 5.028100, -33.380565
2.763000, -15.191060, -15.464661, -24.296698, 0.353600, 0.349635, 1.570796, 1.570012, 2.447035, -2.838400, -78.771571, -114.485077
2.764500, -14.579253, -14.389558, -16.506156, 0.353600, 0.349640, 1.570796, 1.570153, 2.271418, -3.046482, -24.479826, -27.616559
2.766000, -14.703959, -14.378202, -20.188123, 0.353600, 0.349633, 1.570796, 1.570215, 2.141371, -3.223526, -51.024746, -45.827609
2.767500, -15.491465, -13.565513, -20.855833, 0.353600, 0.349644, 1.570796, 1.570224, 2.103663, -3.457164, -42.484817, -89.252264
2.769000, -15.388384, -15.529384, -17.916700, 0.353600, 0.349641, 1.570796, 1.570242, 2.241178, -3.014517, -20.328577, -46.373265
2.770500, -15.349591, -15.347748, -16.527269, 0.353600, 0.349615, 1.570796, 1.570381, 2.261502, -3.226815, -21.123990, -4.456488
2.772000, -15.939401, -15.454771, -14.658098, 0.353600, 0.349603, 1.570796, 1.570411, 2.245819, -3.300142, 7.114384, -11.300982
2.773500, -15.100646, -14.507700, -14.293130, 0.353600, 0.349639, 1.570796, 1.570413, 2.079829, -3.309919, 6.784501, 0.521269
2.775000, -15.171482, -13.842960, -15.638110, 0.353600, 0.349623, 1.570796, 1.570478, 1.921530, -3.473814, -2.543839, 23.504026
2.776500, -14.288194, -13.394505, -12.345460, 0.353600, 0.349632, 1.570796, 1.570431, 1.962670, -3.293685, 15.305586, 64.227734
2.778000, -15.782210, -13.913393, -9.983030, 0.353600, 0.349651, 1.570796, 1.570381, 2.137620, -3.277401, 54.266682, 31.266562
2.779500, -14.921955, -16.016002, -15.666634, 0.353600, 0.349669, 1.570796, 1.570237, 2.247972, -2.707811, -14.460586, -38.766258
2.781000, -15.299121, -14.387375, -17.341753, 0.353600, 0.349623, 1.570796, 1.570281, 2.239502, -3.376908, -15.049245, 11.380390
2.782500, -14.367652, -14.342536, -15.349757, 0.353600, 0.349614, 1.570796, 1.570383, 2.216317, -3.188355, -12.043280, 61.685337
2.784000, -14.922070, -14.896177, -10.417349, 0.353600, 0.349660, 1.570796, 1.570385, 2.125290, -2.975285, 42.773396, 48.156141
2.785500, -14.652623, -13.266976, -15.939673, 0.353600, 0.349637, 1.570796, 1.570392, 1.995180, -3.340771, -9.171519, 28.653169
2.787000, -15.483830, -15.941740, -11.648622, 0.353600, 0.349657, 1.570796, 1.570312, 2.243515, -2.980123, 33.122226, 10.195159
2.788500, -14.464850, -13.723082, -12.655715, 0.353600, 0.349622, 1.570796, 1.570458, 2.042449, -3.416810, 22.176945, 93.835170
2.790000, -14.925515, -14.703733, -17.330680, 0.353600, 0.349661, 1.570796, 1.570237, 2.185841, -3.093821, -21.172193, -35.723631
2.791500, -15.133492, -15.358363, -15.997232, 0.353600, 0.349673, 1.570796, 1.570294, 2.056956, -3.087159, -8.799734, -24.002303
2.793000, -15.434321, -15.058257, -15.474645, 0.353600, 0.349697, 1.570796, 1.570096, 2.290216, -2.705388, 9.698229, -57.069105
2.794500, -15.725760, -16.011946, -14.679242, 0.353600, 0.349659, 1.570796, 1.570129, 2.509330, -2.751186, 2.872711, -14.331494
2.796000, -14.516033, -14.532547, -20.810513, 0.353600, 0.349647, 1.570796, 1.570257, 2.101685, -3.133956, -59.305787, -20.195986
2.797500, -15.695062, -15.332858, -14.269912, 0.353600, 0.349640, 1.570796, 1.570193, 2.396639, -3.100553, 5.581618, 14.817332
2.799000, -15.052139, -15.522036, -18.384073, 0.353600, 0.349672, 1.570796, 1.570127, 2.432273, -2.898452, -40.914494, -51.356056
2.800500, -15.380985, -15.743488, -20.798477, 0.353600, 0.349689, 1.570796, 1.569987, 2.445726, -2.716418, -52.177486, -98.985308
2.802000, -15.171677, -15.773866, -14.481570, 0.353600, 0.349642, 1.570796, 1.570233, 2.375735, -2.974457, -2.857948, -6.412292
2.803500, -15.398140, -15.361213, -18.376494, 0.353600, 0.349684, 1.570796, 1.570054, 2.395007, -2.660884, -33.988993, -82.837686
2.805000, -14.999688, -14.822217, -11.035087, 0.353600, 0.349630, 1.570796, 1.570411, 2.166679, -3.264172, 26.965547, 52.873608
2.806500, -14.999161, -14.991052, -21.966316, 0.353600, 0.349650, 1.570796, 1.570192, 2.183517, -3.152960, -64.725981, -65.142439
2.808000, -14.914760, -14.425760, -20.106321, 0.353600, 0.349705, 1.570796, 1.570079, 2.199603, -2.801085, -47.849447, -83.875863
2.809500, -16.302999, -15.210550, -9.320222, 0.353600, 0.349664, 1.570796, 1.570407, 2.156157, -3.362817, 57.803850, -16.707615
2.811000, -15.054633, -16.286312, -12.368158, 0.353600, 0.349630, 1.570796, 1.570282, 2.524553, -2.885708, 4.955995, 66.228875
2.812500, -14.998652, -15.503037, -13.498132, 0.353600, 0.349648, 1.570796, 1.570266, 2.339154, -2.966529, 7.458335, 12.671116
2.814000, -15.053832, -15.587246, -19.163676, 0.353600, 0.349680, 1.570796, 1.570100, 2.302343, -2.712106, -33.689655, -82.777407
2.815500, -15.510920, -14.668985, -10.587486, 0.353600, 0.349641, 1.570796, 1.570438, 2.092582, -3.364974, 39.354247, 36.943050
2.817000, -15.136003, -14.594847, -10.476439, 0.353600, 0.349652, 1.570796, 1.570431, 2.190888, -3.131938, 46.408664, 43.462390
2.818500, -15.196978, -15.488674, -17.877232, 0.353600, 0.349632, 1.570796, 1.570259, 2.279184, -3.154468, -37.973961, -1.694547
2.820000, -15.008132, -14.936348, -11.830274, 0.353600, 0.349644, 1.570796, 1.570267, 2.314900, -3.049961, 14.947568, 47.023072
2.821500, -14.938194, -16.257517, -11.321173, 0.353600, 0.349635, 1.570796, 1.570114, 2.624619, -2.812583, 10.850011, 37.875835
2.823000, -15.535330, -16.038971, -15.922876, 0.353600, 0.349651, 1.570796, 1.570179, 2.408534, -2.859103, -15.450165, -39.083572
2.824500, -14.961529, -15.818358, -13.722283, 0.353600, 0.349670, 1.570796, 1.570145, 2.401124, -2.502914, 9.370643, -8.599629
2.826000, -15.630902, -14.355287, -11.218951, 0.353600, 0.349639, 1.570796, 1.570340, 2.270250, -3.045859, 41.786612, 20.649466
2.827500, -14.929844, -14.642113, -10.467896, 0.353600, 0.349639, 1.570796, 1.570290, 2.344265, -3.079629, 39.486337, 64.755049
2.829000, -15.105935, -14.011309, -14.911580, 0.353600, 0.349641, 1.570796, 1.570319, 2.041179, -3.444519, 2.289742, 21.093997
2.830500, -15.597444, -14.907301, -16.256678, 0.353600, 0.349631, 1.570796, 1.570291, 2.220635, -3.247621, -13.846822, -13.372779
2.832000, -15.087294, -14.808796, -20.232185, 0.353600, 0.349666, 1.570796, 1.570042, 2.289625, -2.819854, -36.870467, -82.248414
2.833500, -15.460619, -14.855008, -19.335927, 0.353600, 0.349607, 1.570796, 1.570190, 2.329925, -3.315743, -39.678355, 2.349073
2.835000, -15.184666, -15.797231, -14.214411, 0.353600, 0.349635, 1.570796, 1.570218, 2.427544, -2.952193, -1.703704, 14.317005
2.836500, -14.909775, -14.260367, -12.362694, 0.353600, 0.349657, 1.570796, 1.570119, 2.362780, -2.888876, 21.572168, 7.495311
2.838000, -14.502287, -14.817594, -18.631511, 0.353600, 0.349646, 1.570796, 1.570132, 2.245576, -2.899225, -33.846523, -9.831315
2.839500, -14.968359, -15.650663, -18.747401, 0.353600, 0.349626, 1.570796, 1.570060, 2.497896, -2.752122, -38.214192, -4.977697
2.841000, -14.658793, -14.396602, -12.455810, 0.353600, 0.349634, 1.570796, 1.570321, 2.197456, -3.161734, 6.394600, 48.773164
2.842500, -15.485462, -15.014883, -14.892409, 0.353600, 0.349635, 1.570796, 1.570246, 2.217224, -3.108134, 4.140193, 8.672243
2.844000, -15.699054, -15.651030, -11.037080, 0.353600, 0.349640, 1.570796, 1.570227, 2.380061, -2.913460, 38.142901, 10.793827
2.845500, -15.558374, -14.637372, -17.402015, 0.353600, 0.349627, 1.570796, 1.570233, 2.163105, -3.398577, -14.924971, -30.425745
2.847000, -14.924725, -14.649941, -11.432033, 0.353600, 0.349632, 1.570796, 1.570309, 2.229953, -3.082143, 29.205014, 53.236944
2.848500, -16.207201, -14.449110, -14.342426, 0.353600, 0.349634, 1.570796, 1.570251, 2.138197, -3.412231, 20.190157, -13.755331
2.850000, -15.261719, -16.778240, -22.205091, 0.353600, 0.349623, 1.570796, 1.570050, 2.571745, -2.899757, -90.654736, -82.004567
2.851500, -14.739915, -14.660888, -13.891141, 0.353600, 0.349645, 1.570796, 1.570219, 2.273958, -2.897285, 9.798077, 7.737600
2.853000, -14.606011, -15.697186, -21.622919, 0.353600, 0.349593, 1.570796, 1.570102, 2.444209, -3.013874, -84.470112, -0.492752
2.854500, -14.485850, -15.054117, -11.796774, 0.353600, 0.349624, 1.570796, 1.570375, 2.182103, -3.001357, 17.152673, 68.415313
2.856000, -15.430866, -15.250972, -18.190495, 0.353600, 0.349621, 1.570796, 1.570142, 2.358725, -3.036710, -31.946693, -19.486435
2.857500, -14.759282, -14.074216, -15.092084, 0.353600, 0.349662, 1.570796, 1.570195, 2.061820, -3.038722, -1.620870, -26.962977
2.859000, -15.475231, -14.173673, -14.788413, 0.353600, 0.349588, 1.570796, 1.570361, 2.063451, -3.698908, 0.337703, 40.176541
2.860500, -15.472201, -16.390812, -9.355471, 0.353600, 0.349630, 1.570796, 1.570368, 2.254714, -3.010535, 31.617705, 25.388995
2.862000, -14.903215, -13.880440, -12.153101, 0.353600, 0.349626, 1.570796, 1.570350, 2.078106, -3.184802, 32.028121, 46.562456
2.863500, -15.313048, -15.928346, -14.408464, 0.353600, 0.349672, 1.570796, 1.570054, 2.388050, -2.612604, 5.235139, -44.976428
2.865000, -14.842057, -14.777879, -15.513230, 0.353600, 0.349626, 1.570796, 1.570064, 2.477778, -2.912234, -20.707364, 4.212257
2.866500, -14.898754, -15.027762, -17.639472, 0.353600, 0.349606, 1.570796, 1.570243, 2.219367, -3.374176, -31.428936, 20.586272
2.868000, -14.659567, -15.551847, -14.869662, 0.353600, 0.349622, 1.570796, 1.570249, 2.240512, -2.936874, -14.637354, 23.942967
2.869500, -15.069875, -14.653092, -16.260780, 0.353600, 0.349612, 1.570796, 1.570189, 2.220643, -3.124165, -10.747965, 21.506786
2.871000, -15.400174, -14.915589, -16.265863, 0.353600, 0.349660, 1.570796, 1.570219, 2.158201, -3.020087, -12.977517, -59.334095
2.872500, -15.807838, -15.069035, -16.428582, 0.353600, 0.349645, 1.570796, 1.570200, 2.135721, -3.123860, -5.732550, -50.625345
2.874000, -15.502818, -15.331309, -9.375150, 0.353600, 0.349619, 1.570796, 1.570451, 2.163808, -3.183095, 49.622195, 45.864003
2.875500, -15.311722, -14.675577, -8.889427, 0.353600, 0.349629, 1.570796, 1.570363, 2.110275, -3.325312, 50.009554, 57.961758
2.877000, -14.518232, -15.849126, -12.821858, 0.353600, 0.349623, 1.570796, 1.570167, 2.388486, -2.770682, 2.646559, 61.095102
2.878500, -16.230934, -16.174666, -16.719095, 0.353600, 0.349636, 1.570796, 1.570152, 2.416362, -3.019821, -16.773161, -70.169812
2.880000, -15.060962, -14.539644, -14.780859, 0.353600, 0.349647, 1.570796, 1.570281, 2.084547, -3.146011, 3.904828, -11.822001
2.881500, -15.452032, -14.816365, -17.770264, 0.353600, 0.349606, 1.570796, 1.570260, 2.169327, -3.297533, -18.640463, 2.324835
2.883000, -15.252769, -13.985486, -13.461681, 0.353600, 0.349624, 1.570796, 1.570264, 2.138565, -3.323818, 13.779346, 29.646441
2.884500, -15.690245, -13.223596, -14.275175, 0.353600, 0.349640, 1.570796, 1.570339, 1.855226, -3.522001, 25.191864, -6.377465
2.886000, -15.861220, -16.031872, -18.719535, 0.353600, 0.349650, 1.570796, 1.570057, 2.387763, -2.914998, -29.868408, -84.555155
2.887500, -14.753667, -13.970753, -16.353722, 0.353600, 0.349644, 1.570796, 1.570182, 2.181424, -3.018414, -13.876292, -0.564797
2.889000, -15.152080, -14.250191, -15.899293, 0.353600, 0.349652, 1.570796, 1.570244, 2.019065, -3.339565, -8.855744, -47.397578
2.890500, -15.653007, -15.661133, -12.204538, 0.353600, 0.349630, 1.570796, 1.570232, 2.333762, -3.084010, 20.856419, 19.154145
2.892000, -14.942841, -13.901108, -9.082299, 0.353600, 0.349619, 1.570796, 1.570394, 2.046349, -3.367247, 49.298855, 84.030504
2.893500, -15.124669, -14.297461, -15.120745, 0.353600, 0.349656, 1.570796, 1.570218, 2.023192, -3.160712, 15.125426, -18.804592
2.895000, -15.916781, -15.948280, -13.258056, 0.353600, 0.349673, 1.570796, 1.570152, 2.341347, -2.931331, 18.278686, -67.774713
2.896500, -14.887270, -14.554193, -9.698398, 0.353600, 0.349628, 1.570796, 1.570312, 2.204839, -3.021167, 35.142769, 88.661968
2.898000, -15.723128, -14.387873, -21.068621, 0.353600, 0.349671, 1.570796, 1.570098, 2.082217, -3.210584, -43.149092, -87.993988
2.899500, -14.619000, -14.665670, -11.527423, 0.353600, 0.349645, 1.570796, 1.570155, 2.263557, -3.002923, 21.457252, 87.238795
2.901000, -15.776202, -15.594521, -12.578353, 0.353600, 0.349642, 1.570796, 1.570165, 2.450917, -3.113129, 20.712282, 6.811122
2.902500, -16.005182, -15.352912, -18.282059, 0.353600, 0.349642, 1.570796, 1.570073, 2.291805, -3.154083, -18.366510, -46.366385
2.904000, -14.711044, -14.495267, -10.229266, 0.353600, 0.349637, 1.570796, 1.570251, 2.285719, -3.354644, 34.542488, 54.312936
2.905500, -14.378026, -14.648109, -15.925672, 0.353600, 0.349640, 1.570796, 1.570107, 2.251224, -3.085328, -11.314857, 44.975992
2.907000, -15.400529, -14.639252, -16.138910, 0.353600, 0.349643, 1.570796, 1.570121, 2.274533, -3.087032, -2.574331, 27.623068
2.908500, -15.170299, -13.943871, -15.570860, 0.353600, 0.349667, 1.570796, 1.570063, 2.238326, -3.167179, -0.288212, -6.397943
2.910000, -15.335689, -13.863227, -17.967735, 0.353600, 0.349649, 1.570796, 1.570160, 2.153832, -3.316572, -22.163424, -21.819828
2.911500, -15.212838, -15.379856, -15.047304, 0.353600, 0.349689, 1.570796, 1.570199, 2.058669, -3.063895, 0.095655, -33.159099
2.913000, -15.683425, -14.088529, -16.932375, 0.353600, 0.349665, 1.570796, 1.570188, 2.102046, -3.421438, -6.525709, -31.668793
2.914500, -14.800889, -15.068437, -17.274954, 0.353600, 0.349663, 1.570796, 1.570133, 2.226588, -3.203129, -25.929638, -4.688388
2.916000, -14.541761, -15.738645, -15.498473, 0.353600, 0.349679, 1.570796, 1.570039, 2.414345, -2.732124, -17.663747, -19.034159
2.917500, -16.028683, -16.554601, -10.988789, 0.353600, 0.349678, 1.570796, 1.570146, 2.438028, -2.983097, 25.956518, -11.709687
2.919000, -16.069719, -14.927733, -16.240296, 0.353600, 0.349674, 1.570796, 1.570179, 2.192481, -3.333668, -7.748191, -21.449519
2.920500, -15.233789, -14.764402, -14.070411, 0.353600, 0.349679, 1.570796, 1.570120, 2.173427, -3.090193, 6.977029, 22.415681
2.922000, -15.473829, -14.850770, -8.004724, 0.353600, 0.349708, 1.570796, 1.570160, 2.295192, -2.880376, 62.632794, 43.095132
2.923500, -15.323680, -13.172818, -14.791079, 0.353600, 0.349701, 1.570796, 1.570167, 1.867273, -3.412175, 15.333797, -13.851145
2.925000, -15.021623, -15.826740, -14.675920, 0.353600, 0.349674, 1.570796, 1.570109, 2.394494, -2.911878, -7.317305, 18.354562
2.926500, -15.564127, -15.408616, -14.821412, 0.353600, 0.349689, 1.570796, 1.570036, 2.423435, -3.009956, -4.440007, -11.112211
2.928000, -15.090657, -14.572896, -13.922909, 0.353600, 0.349679, 1.570796, 1.570273, 2.132279, -3.502123, 11.721297, 32.505235
2.929500, -15.620597, -14.777422, -18.913130, 0.353600, 0.349712, 1.570796, 1.570046, 2.142962, -3.084835, -24.485078, -65.857864
2.931000, -15.165067, -15.907457, -18.824263, 0.353600, 0.349727, 1.570796, 1.569834, 2.488926, -2.691750, -41.021057, -58.431020
2.932500, -15.290396, -15.557905, -13.247640, 0.353600, 0.349696, 1.570796, 1.570124, 2.320720, -3.036947, 15.534093, 21.296226
2.934000, -15.121560, -16.300437, -18.191378, 0.353600, 0.349697, 1.570796, 1.569966, 2.528103, -2.823565, -36.064059, -25.971639
2.935500, -15.773653, -14.900644, -16.054767, 0.353600, 0.349726, 1.570796, 1.569951, 2.339678, -3.114716, -3.284369, -48.038873
2.937000, -15.084486, -15.193216, -24.363351, 0.353600, 0.349729, 1.570796, 1.569846, 2.422234, -2.842686, -80.655768, -89.567607
